v8-version,7,9,218,0,0
shared-library,/home/yankun/workspace/rust/deno/target/debug/deno,0x563e7043c000,0x563e74820000,0
shared-library,/lib/x86_64-linux-gnu/libm-2.27.so,0x7f48107b6000,0x7f4810953000,0
shared-library,/lib/x86_64-linux-gnu/libc-2.27.so,0x7f4810b54000,0x7f4810d3b000,0
shared-library,/lib/x86_64-linux-gnu/libgcc_s.so.1,0x7f4810f45000,0x7f4810f5c000,0
shared-library,/lib/x86_64-linux-gnu/libpthread-2.27.so,0x7f481115d000,0x7f4811177000,0
shared-library,/lib/x86_64-linux-gnu/librt.so,0x7f481137c000,0x7f4811383000,0
shared-library,/lib/x86_64-linux-gnu/libdl-2.27.so,0x7f4811584000,0x7f4811587000,0
shared-library,/lib/x86_64-linux-gnu/ld-2.27.so,0x7f4811788000,0x7f48117af000,0
shared-library,[vdso],0x7fff303b9000,0x7fff303bb000,0
shared-library,[vsyscall],0xffffffffff600000,0xffffffffff601000,0
profiler,begin,1000
tick,0x7f4810c63d19,553,0,0x0,6
tick,0x563e71cfcb49,1608,0,0x0,6
tick,0x563e71c934f9,2686,0,0x0,6
code-creation,BytecodeHandler,1,11498,0x563e72abd7a0,5559,BitwiseAnd.ExtraWide
code-creation,BytecodeHandler,1,11505,0x563e72abed60,5559,ShiftLeft.ExtraWide
code-creation,BytecodeHandler,1,11511,0x563e72ac0320,5559,ShiftRight.ExtraWide
code-creation,BytecodeHandler,1,11518,0x563e72ac18e0,5563,ShiftRightLogical.ExtraWide
code-creation,BytecodeHandler,1,11526,0x563e72ac2ea0,4164,AddSmi.ExtraWide
code-creation,BytecodeHandler,1,11532,0x563e72ac3f00,3694,SubSmi.ExtraWide
code-creation,BytecodeHandler,1,11539,0x563e72ac4d80,3864,MulSmi.ExtraWide
code-creation,BytecodeHandler,1,11545,0x563e72ac5ca0,3758,DivSmi.ExtraWide
code-creation,BytecodeHandler,1,11551,0x563e72ac6b60,3782,ModSmi.ExtraWide
code-creation,BytecodeHandler,1,11557,0x563e72ac7a40,1636,ExpSmi.ExtraWide
code-creation,BytecodeHandler,1,11564,0x563e72ac80c0,3580,BitwiseOrSmi.ExtraWide
code-creation,BytecodeHandler,1,11570,0x563e72ac8ec0,3580,BitwiseXorSmi.ExtraWide
code-creation,BytecodeHandler,1,11577,0x563e72ac9cc0,3580,BitwiseAndSmi.ExtraWide
code-creation,BytecodeHandler,1,11584,0x563e72acaac0,3580,ShiftLeftSmi.ExtraWide
code-creation,BytecodeHandler,1,11590,0x563e72acb8c0,3580,ShiftRightSmi.ExtraWide
code-creation,BytecodeHandler,1,11597,0x563e72acc6c0,3584,ShiftRightLogicalSmi.ExtraWide
code-creation,BytecodeHandler,1,11604,0x563e72acd4e0,3138,Inc.ExtraWide
code-creation,BytecodeHandler,1,11610,0x563e72ace140,3138,Dec.ExtraWide
code-creation,BytecodeHandler,1,11616,0x563e72aceda0,3280,Negate.ExtraWide
code-creation,BytecodeHandler,1,11622,0x563e72acfa80,3667,BitwiseNot.ExtraWide
code-creation,BytecodeHandler,1,11629,0x563e72ad08e0,626,DeletePropertyStrict.ExtraWide
code-creation,BytecodeHandler,1,11636,0x563e72ad0b60,626,DeletePropertySloppy.ExtraWide
code-creation,BytecodeHandler,1,11643,0x563e72ad0de0,1122,GetSuperConstructor.ExtraWide
code-creation,BytecodeHandler,1,11650,0x563e72ad1260,2458,CallAnyReceiver.ExtraWide
code-creation,BytecodeHandler,1,11656,0x563e72ad1c00,2458,CallProperty.ExtraWide
code-creation,BytecodeHandler,1,11663,0x563e72ad25a0,2378,CallProperty0.ExtraWide
code-creation,BytecodeHandler,1,11670,0x563e72ad2f00,2394,CallProperty1.ExtraWide
code-creation,BytecodeHandler,1,11676,0x563e72ad3860,2410,CallProperty2.ExtraWide
code-creation,BytecodeHandler,1,11683,0x563e72ad41e0,2434,CallUndefinedReceiver.ExtraWide
code-creation,BytecodeHandler,1,11690,0x563e72ad4b80,2366,CallUndefinedReceiver0.ExtraWide
code-creation,BytecodeHandler,1,11697,0x563e72ad54c0,2394,CallUndefinedReceiver1.ExtraWide
code-creation,BytecodeHandler,1,11704,0x563e72ad5e20,2406,CallUndefinedReceiver2.ExtraWide
code-creation,BytecodeHandler,1,11711,0x563e72ad67a0,543,CallNoFeedback.ExtraWide
code-creation,BytecodeHandler,1,11718,0x563e72ad69c0,2458,CallWithSpread.ExtraWide
code-creation,BytecodeHandler,1,11725,0x563e72ad7360,730,CallRuntime.ExtraWide
code-creation,BytecodeHandler,1,11731,0x563e72ad7640,954,CallRuntimeForPair.ExtraWide
code-creation,BytecodeHandler,1,11738,0x563e72ad7a00,543,CallJSRuntime.ExtraWide
code-creation,BytecodeHandler,1,11745,0x563e72ad7c20,11352,InvokeIntrinsic.ExtraWide
code-creation,BytecodeHandler,1,11752,0x563e72ada880,3796,Construct.ExtraWide
code-creation,BytecodeHandler,1,11758,0x563e72adb760,2732,ConstructWithSpread.ExtraWide
code-creation,BytecodeHandler,1,11765,0x563e72adc220,8410,TestEqual.ExtraWide
code-creation,BytecodeHandler,1,11772,0x563e72ade300,6980,TestEqualStrict.ExtraWide
code-creation,BytecodeHandler,1,11778,0x563e72adfe60,7020,TestLessThan.ExtraWide
code-creation,BytecodeHandler,1,11785,0x563e72ae19e0,7020,TestGreaterThan.ExtraWide
code-creation,BytecodeHandler,1,11792,0x563e72ae3560,7020,TestLessThanOrEqual.ExtraWide
code-creation,BytecodeHandler,1,11799,0x563e72ae50e0,7020,TestGreaterThanOrEqual.ExtraWide
code-creation,BytecodeHandler,1,11806,0x563e72ae6c60,337,TestReferenceEqual.ExtraWide
code-creation,BytecodeHandler,1,11813,0x563e72ae6dc0,3964,TestInstanceOf.ExtraWide
code-creation,BytecodeHandler,1,11819,0x563e72ae7d40,1196,TestIn.ExtraWide
code-creation,BytecodeHandler,1,11826,0x563e72ae8200,610,ToName.ExtraWide
code-creation,BytecodeHandler,1,11832,0x563e72ae8480,2112,ToNumber.ExtraWide
code-creation,BytecodeHandler,1,11838,0x563e72ae8ce0,2384,ToNumeric.ExtraWide
code-creation,BytecodeHandler,1,11844,0x563e72ae9640,610,ToObject.ExtraWide
code-creation,BytecodeHandler,1,11851,0x563e72ae98c0,2736,CreateRegExpLiteral.ExtraWide
code-creation,BytecodeHandler,1,11858,0x563e72aea380,6482,CreateArrayLiteral.ExtraWide
code-creation,BytecodeHandler,1,11867,0x563e72aebce0,2928,CreateEmptyArrayLiteral.ExtraWide
code-creation,BytecodeHandler,1,11875,0x563e72aec860,10116,CreateObjectLiteral.ExtraWide
code-creation,BytecodeHandler,1,11881,0x563e72aef000,1252,CloneObject.ExtraWide
code-creation,BytecodeHandler,1,11888,0x563e72aef500,2814,GetTemplateObject.ExtraWide
code-creation,BytecodeHandler,1,11895,0x563e72af0000,3422,CreateClosure.ExtraWide
code-creation,BytecodeHandler,1,11902,0x563e72af0d60,1440,CreateBlockContext.ExtraWide
code-creation,BytecodeHandler,1,11909,0x563e72af1320,1456,CreateCatchContext.ExtraWide
code-creation,BytecodeHandler,1,11915,0x563e72af18e0,1506,CreateFunctionContext.ExtraWide
code-creation,BytecodeHandler,1,11923,0x563e72af1ee0,1506,CreateEvalContext.ExtraWide
code-creation,BytecodeHandler,1,11929,0x563e72af24e0,1456,CreateWithContext.ExtraWide
code-creation,BytecodeHandler,1,11936,0x563e72af2aa0,2232,JumpLoop.ExtraWide
code-creation,BytecodeHandler,1,11942,0x563e72af3360,828,Jump.ExtraWide
code-creation,BytecodeHandler,1,11949,0x563e72af36a0,1622,JumpConstant.ExtraWide
code-creation,BytecodeHandler,1,11955,0x563e72af3d00,1706,JumpIfNullConstant.ExtraWide
code-creation,BytecodeHandler,1,11962,0x563e72af43c0,1706,JumpIfNotNullConstant.ExtraWide
code-creation,BytecodeHandler,1,11969,0x563e72af4a80,1706,JumpIfUndefinedConstant.ExtraWide
code-creation,BytecodeHandler,1,11977,0x563e72af5140,1706,JumpIfNotUndefinedConstant.ExtraWide
code-creation,BytecodeHandler,1,11984,0x563e72af5800,1702,JumpIfUndefinedOrNullConstant.ExtraWide
code-creation,BytecodeHandler,1,11991,0x563e72af5ec0,1896,JumpIfTrueConstant.ExtraWide
code-creation,BytecodeHandler,1,11998,0x563e72af6640,1896,JumpIfFalseConstant.ExtraWide
code-creation,BytecodeHandler,1,12005,0x563e72af6dc0,1936,JumpIfJSReceiverConstant.ExtraWide
code-creation,BytecodeHandler,1,12013,0x563e72af7560,2312,JumpIfToBooleanTrueConstant.ExtraWide
code-creation,BytecodeHandler,1,12020,0x563e72af7e80,2316,JumpIfToBooleanFalseConstant.ExtraWide
code-creation,BytecodeHandler,1,12027,0x563e72af87a0,1554,JumpIfToBooleanTrue.ExtraWide
code-creation,BytecodeHandler,1,12034,0x563e72af8dc0,1562,JumpIfToBooleanFalse.ExtraWide
code-creation,BytecodeHandler,1,12041,0x563e72af93e0,1102,JumpIfTrue.ExtraWide
code-creation,BytecodeHandler,1,12048,0x563e72af9840,1102,JumpIfFalse.ExtraWide
code-creation,BytecodeHandler,1,12054,0x563e72af9ca0,896,JumpIfNull.ExtraWide
code-creation,BytecodeHandler,1,12061,0x563e72afa040,896,JumpIfNotNull.ExtraWide
code-creation,BytecodeHandler,1,12068,0x563e72afa3e0,896,JumpIfUndefined.ExtraWide
code-creation,BytecodeHandler,1,12074,0x563e72afa780,896,JumpIfNotUndefined.ExtraWide
code-creation,BytecodeHandler,1,12081,0x563e72afab20,912,JumpIfUndefinedOrNull.ExtraWide
code-creation,BytecodeHandler,1,12088,0x563e72afaec0,1154,JumpIfJSReceiver.ExtraWide
code-creation,BytecodeHandler,1,12095,0x563e72afb360,1936,SwitchOnSmiNoFeedback.ExtraWide
code-creation,BytecodeHandler,1,12102,0x563e72afbb00,3580,ForInEnumerate.ExtraWide
code-creation,BytecodeHandler,1,12109,0x563e72afc900,3110,ForInPrepare.ExtraWide
code-creation,BytecodeHandler,1,12116,0x563e72afd540,354,ForInContinue.ExtraWide
code-creation,BytecodeHandler,1,12122,0x563e72afd6c0,2742,ForInNext.ExtraWide
code-creation,BytecodeHandler,1,12129,0x563e72afe180,495,ForInStep.ExtraWide
code-creation,BytecodeHandler,1,12135,0x563e72afe380,1457,ThrowReferenceErrorIfHole.ExtraWide
code-creation,BytecodeHandler,1,12143,0x563e72afe940,2256,SwitchOnGeneratorState.ExtraWide
code-creation,BytecodeHandler,1,12150,0x563e72aff220,2874,SuspendGenerator.ExtraWide
code-creation,BytecodeHandler,1,12156,0x563e72affd60,2208,ResumeGenerator.ExtraWide
code-creation,BytecodeHandler,1,12163,0x563e72b00620,1232,GetIterator.ExtraWide
code-creation,BytecodeHandler,1,12170,0x563e72b00b00,654,IncBlockCounter.ExtraWide
code-creation,BytecodeHandler,1,12176,0x563e72b00da0,343,Abort.ExtraWide
tick,0x7f4810c64187,12186,0,0x0,6
tick,0x7f4810c64187,12199,0,0x0,6
tick,0x7f4810bd3951,12209,0,0x0,6
tick,0x563e719364aa,12229,0,0x0,6
tick,0x563e7197ed83,12239,0,0x0,6
timer-event-start,V8.CompileScriptMicroSeconds,13164
timer-event-start,V8.CompileCode,13179
timer-event-start,V8.CompileMicroSeconds,13214
code-creation,Script,12,13269,0x37b0526f5746,26, v8/statistics:1:1,0x37b0526f5598,~
script-source,8,v8/statistics,native function getV8Statistics();
code-source-info,0x37b0526f5746,8,0,34,C15O0C16O7C25O34,,
timer-event-end,V8.CompileMicroSeconds,13294
timer-event-end,V8.CompileCode,13298
timer-event-end,V8.CompileScriptMicroSeconds,13302
tick,0x563e72b4c786,13313,0,0x0,5
timer-event-start,V8.CompileScriptMicroSeconds,17065
timer-event-start,V8.CompileCode,17137
timer-event-start,V8.CompileMicroSeconds,17581
code-creation,Script,12,17694,0x37b0526f78a6,22, shared_queue.js:1:1,0x37b0526f77c0,~
script-source,9,shared_queue.js,// Copyright 2018-2019 the Deno authors. All rights reserved. MIT license.\n/*\nSharedQueue Binary Layout\n+-------------------------------+-------------------------------+\n|                        NUM_RECORDS (32)                       |\n+---------------------------------------------------------------+\n|                        NUM_SHIFTED_OFF (32)                   |\n+---------------------------------------------------------------+\n|                        HEAD (32)                              |\n+---------------------------------------------------------------+\n|                        OFFSETS (32)                           |\n+---------------------------------------------------------------+\n|                        RECORD_ENDS (*MAX_RECORDS)           ...\n+---------------------------------------------------------------+\n|                        RECORDS (*MAX_RECORDS)               ...\n+---------------------------------------------------------------+\n */\n\n/* eslint-disable @typescript-eslint/no-use-before-define */\n\n(window => {\n  const GLOBAL_NAMESPACE = "Deno";\n  const CORE_NAMESPACE = "core";\n  const MAX_RECORDS = 100;\n  const INDEX_NUM_RECORDS = 0;\n  const INDEX_NUM_SHIFTED_OFF = 1;\n  const INDEX_HEAD = 2;\n  const INDEX_OFFSETS = 3;\n  const INDEX_RECORDS = INDEX_OFFSETS + 2 * MAX_RECORDS;\n  const HEAD_INIT = 4 * INDEX_RECORDS;\n\n  // Available on start due to bindings.\n  const Deno = window[GLOBAL_NAMESPACE];\n  const core = Deno[CORE_NAMESPACE];\n  // Warning: DO NOT use window.Deno after this point.\n  // It is possible that the Deno namespace has been deleted.\n  // Use the above local Deno and core variable instead.\n\n  let sharedBytes;\n  let shared32;\n  let initialized = false;\n\n  function maybeInit() {\n    if (!initialized) {\n      init();\n      initialized = true;\n    }\n  }\n\n  function init() {\n    const shared = Deno.core.shared;\n    assert(shared.byteLength > 0);\n    assert(sharedBytes == null);\n    assert(shared32 == null);\n    sharedBytes = new Uint8Array(shared);\n    shared32 = new Int32Array(shared);\n    // Callers should not call Deno.core.recv\x2C use setAsyncHandler.\n    Deno.core.recv(handleAsyncMsgFromRust);\n  }\n\n  function ops() {\n    // op id 0 is a special value to retreive the map of registered ops.\n    const opsMapBytes = Deno.core.send(0\x2C new Uint8Array([])\x2C null);\n    const opsMapJson = String.fromCharCode.apply(null\x2C opsMapBytes);\n    return JSON.parse(opsMapJson);\n  }\n\n  function assert(cond) {\n    if (!cond) {\n      throw Error("assert");\n    }\n  }\n\n  function reset() {\n    maybeInit();\n    shared32[INDEX_NUM_RECORDS] = 0;\n    shared32[INDEX_NUM_SHIFTED_OFF] = 0;\n    shared32[INDEX_HEAD] = HEAD_INIT;\n  }\n\n  function head() {\n    maybeInit();\n    return shared32[INDEX_HEAD];\n  }\n\n  function numRecords() {\n    return shared32[INDEX_NUM_RECORDS];\n  }\n\n  function size() {\n    return shared32[INDEX_NUM_RECORDS] - shared32[INDEX_NUM_SHIFTED_OFF];\n  }\n\n  function setMeta(index\x2C end\x2C opId) {\n    shared32[INDEX_OFFSETS + 2 * index] = end;\n    shared32[INDEX_OFFSETS + 2 * index + 1] = opId;\n  }\n\n  function getMeta(index) {\n    if (index < numRecords()) {\n      const buf = shared32[INDEX_OFFSETS + 2 * index];\n      const opId = shared32[INDEX_OFFSETS + 2 * index + 1];\n      return [opId\x2C buf];\n    } else {\n      return null;\n    }\n  }\n\n  function getOffset(index) {\n    if (index < numRecords()) {\n      if (index == 0) {\n        return HEAD_INIT;\n      } else {\n        return shared32[INDEX_OFFSETS + 2 * (index - 1)];\n      }\n    } else {\n      return null;\n    }\n  }\n\n  function push(opId\x2C buf) {\n    const off = head();\n    const end = off + buf.byteLength;\n    const index = numRecords();\n    if (end > shared32.byteLength || index >= MAX_RECORDS) {\n      // console.log("shared_queue.js push fail");\n      return false;\n    }\n    setMeta(index\x2C end\x2C opId);\n    assert(end - off == buf.byteLength);\n    sharedBytes.set(buf\x2C off);\n    shared32[INDEX_NUM_RECORDS] += 1;\n    shared32[INDEX_HEAD] = end;\n    return true;\n  }\n\n  /// Returns null if empty.\n  function shift() {\n    const i = shared32[INDEX_NUM_SHIFTED_OFF];\n    if (size() == 0) {\n      assert(i == 0);\n      return null;\n    }\n\n    const off = getOffset(i);\n    const [opId\x2C end] = getMeta(i);\n\n    if (size() > 1) {\n      shared32[INDEX_NUM_SHIFTED_OFF] += 1;\n    } else {\n      reset();\n    }\n\n    assert(off != null);\n    assert(end != null);\n    const buf = sharedBytes.subarray(off\x2C end);\n    return [opId\x2C buf];\n  }\n\n  let asyncHandler;\n  function setAsyncHandler(cb) {\n    maybeInit();\n    assert(asyncHandler == null);\n    asyncHandler = cb;\n  }\n\n  function handleAsyncMsgFromRust(opId\x2C buf) {\n    if (buf) {\n      // This is the overflow_response case of deno::Isolate::poll().\n      asyncHandler(opId\x2C buf);\n    } else {\n      while (true) {\n        const opIdBuf = shift();\n        if (opIdBuf == null) {\n          break;\n        }\n        asyncHandler(...opIdBuf);\n      }\n    }\n  }\n\n  function dispatch(opId\x2C control\x2C zeroCopy = null) {\n    maybeInit();\n    return Deno.core.send(opId\x2C control\x2C zeroCopy);\n  }\n\n  const denoCore = {\n    setAsyncHandler\x2C\n    dispatch\x2C\n    sharedQueue: {\n      MAX_RECORDS\x2C\n      head\x2C\n      numRecords\x2C\n      size\x2C\n      push\x2C\n      reset\x2C\n      shift\n    }\x2C\n    ops\n  };\n\n  assert(window[GLOBAL_NAMESPACE] != null);\n  assert(window[GLOBAL_NAMESPACE][CORE_NAMESPACE] != null);\n  Object.assign(core\x2C denoCore);\n})(this);\n
code-source-info,0x37b0526f78a6,9,0,5402,C0O0C1O1029C15O5394C21O5402,,
code-creation,Script,12,18761,0x37b0526f80be,379, shared_queue.js:21:2,0x37b0526f7800,~
code-source-info,0x37b0526f80be,9,1030,5393,C134O1030C135O1069C139O1102C143O1132C145O1132C147O1165C148O1165C150O1200C152O1200C154O1224C156O1224C158O1251C160O1251C162O1278C168O1296C171O1292C176O1333C179O1331C181O1407C183O1413C186O1407C188O1448C194O1452C199O1651C200O1651C202O1670C203O1670C205O1700C206O1700C208O4466C209O4466C211O5080C228O5086C234O5107C246O5134C255O5142C261O5161C267O5173C273O5191C279O5203C285O5215C291O5228C303O5245C310O5257C319O5270C323O5289C326O5257C330O5301C339O5314C346O5332C350O5349C353O5301C357O5361C362O5368C373O5368C378O5392,,
timer-event-end,V8.CompileMicroSeconds,19002
timer-event-end,V8.CompileCode,19010
timer-event-end,V8.CompileScriptMicroSeconds,19027
timer-event-start,V8.Execute,19044
timer-event-start,V8.Execute,19052
timer-event-start,V8.CompileCode,19272
code-creation,LazyCompile,12,19360,0x37b0526f85ae,21,assert shared_queue.js:68:18,0x37b0526f7a00,~
code-source-info,0x37b0526f85ae,9,2448,2512,C0O2448C1O2461C5O2480C14O2486C18O2480C20O2511,,
timer-event-end,V8.CompileCode,19413
timer-event-end,V8.Execute,19488
timer-event-end,V8.Execute,19498
timer-event-start,V8.CompileScriptMicroSeconds,19528
timer-event-start,V8.CompileCode,19545
timer-event-start,V8.CompileMicroSeconds,19565
code-creation,Script,12,19607,0x37b0526f879e,16, file:///home/yankun/workspace/rust/deno/__anonymous__:1:1,0x37b0526f8700,~
script-source,10,file:///home/yankun/workspace/rust/deno/__anonymous__,denoMain()
code-source-info,0x37b0526f879e,10,0,10,C0O0C1O0C9O0C15O10,,
timer-event-end,V8.CompileMicroSeconds,19678
timer-event-end,V8.CompileCode,19686
timer-event-end,V8.CompileScriptMicroSeconds,19699
timer-event-start,V8.Execute,19713
timer-event-start,V8.Execute,19720
timer-event-start,V8.CompileCode,19738
code-creation,LazyCompile,12,20770,0x37b0526f8a5e,355,denoMain /home/yankun/workspace/rust/deno/target/debug/build/deno_cli-9ccdd875259e6c52/out/CLI_SNAPSHOT.js:6970:22,0x281636be17d8,~
